Number;Reference;Name;Text Content;Document;Codes;Number of Codes;Comment;Initial Position;Final Position;Extensão;Creation Date ;Modification Date
1:372;¶ 690;;"""This project uses NATS.io for messaging. Some reasons: allows us to push realtime data to an edge device behind a NAT, on cellular network, etc -- no public IP address, VPN, etc required. is more efficient than HTTP as it shares one persistent TCP connection for all messages.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: NAT Traversal, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: High-Performance Messaging, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Lightweight Messaging System;6;;690;690;1;4/6/25;9/14/25
1:373;¶ 692;;"""Clients can exist inside the Simple IoT application or as external processes written in any language that connect via NATS.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Client Connection Issues, T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Device Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: External System Integration;4;;692;692;1;4/6/25;9/14/25
1:374;¶ 694;;"""FogFlow is a distributed execution framework to dynamically orchestrate IoT services over cloud and edges, in order to reduce internal bandwidth consumption and offer low latency and fast response time.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Distributed Execution Framework, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Fog Computing, T10. Resource Efficiency & Performance Optimisation: Fast Response Time, T10. Resource Efficiency & Performance Optimisation: Low Latency;4;;694;694;1;4/6/25;9/14/25
1:375;¶ 696;;"""By providing automated and optimized IoT service orchestration with high scalability and reliability, FogFlow helps infrastructure providers to largely reduce their operation cost.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Automated Service Orchestration, T10. Resource Efficiency & Performance Optimisation: Cost Reduction, T10. Resource Efficiency & Performance Optimisation: Infrastructure Optimization, T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T10. Resource Efficiency & Performance Optimisation: Scalability;6;;696;696;1;4/6/25;9/14/25
1:376;¶ 698;;"""FogFlow provides a standard-based and data-centric edge programming model for IoT service providers to easily and fast realize their services for various business demands.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Standard-Based, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: IoT Service Providers, T9. Optimised AI/ML Execution at the Edge: Flexible Edge Computing Services, T10. Resource Efficiency & Performance Optimisation: Business Demands, T14. Edge Development Frameworks & Programmability: Data-Centric Edge Programming Model;5;;698;698;1;4/6/25;9/14/25
1:377;¶ 700;;"""based on the standardized and unified data model and communicatino interface, namely NGSI, FogFlow is able to see the content of all data generated by sensors and data processing tasks in the system""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Unified APIs, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration;5;;700;700;1;4/6/25;9/14/25
1:378;¶ 702;;"""For example, for service consumers, they can specify which type of results are expected under which type of QoS within which geo-scope; for data providers, they can specify how their data should be utilized by whom.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T11 – Stream Processing & Event‑Driven Architectures (Edge): Customer Preferences, T14. Edge Development Frameworks & Programmability: User-defined Modules, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Data Usage Control;4;;702;702;1;4/6/25;9/14/25
1:379;¶ 720;;"""A distributed application built upon the Service Application Framework (SAF) consists at least of two things: A SAF Host and a SAF Plug-in. The SAF Host is responsible for loading and initializing the SAF Infrastructure Services and for loading and initializing the SAF Plug-ins.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Distributed Application, T7. Infrastructure Automation & Configuration Management: Infrastructure Services;4;;720;720;1;4/6/25;9/14/25
1:380;¶ 722;;"""The Main Container stores the Infrastructure Services that are shared with the Plug-ins because they are added to the Plug-in specific DI containers as well.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Module Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Shared Services, T7. Infrastructure Automation & Configuration Management: Infrastructure Services;4;;722;722;1;4/6/25;9/14/25
1:381;¶ 724;;"""SAFs messaging infrastructure provides a pub/sub messaging service used from SAF Plug-ins to communicate with each other.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Message Transmission, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Device Management, T4. Modular Edge Architecture & Service Orchestration: Inter-Module Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Pub/Sub Messaging Service;4;;724;724;1;4/6/25;9/14/25
1:382;¶ 726;;"""Communication between plug-ins running in the same host instance as well as the communication between plug-ins running in different SAF Host instances is done through SAFs messaging infrastructure, which mainly provides a pub/sub messaging service.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Asynchronous Communication, T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Message Transmission, T4. Modular Edge Architecture & Service Orchestration: Inter-Module Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Pub/Sub Messaging Service;5;;726;726;1;4/6/25;9/14/25
1:383;¶ 728;;"""SAF runs on .NET Core and can easily be integrated into ASP.NET Core applications.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Integration of Components, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T14. Edge Development Frameworks & Programmability: Cross-Platform Runtime;4;;728;728;1;4/6/25;9/14/25
1:384;¶ 730;;"""SAFs storage infrastructure provides a service to store key/value pairs. The storage is local to one single SAF Host and can be used by all Plug-ins loaded from that host instance.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Plug-in Integration, T12. Data Storage, Persistence & Caching: Data Storage Management, T12. Data Storage, Persistence & Caching: Local Storage, T12. Data Storage, Persistence & Caching: Storage Volume Path;5;;730;730;1;4/6/25;9/14/25
1:385;¶ 732;;"""WasmEdge is a standalone WebAssembly runtime where all WebAssembly bytecode runs independently within this execution sandbox, rather than being managed by the OS. Access to system resources, whether files, hardware, or internet connections, can only be achieved through the WebAssembly system interfaces provided by this virtual machine.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Virtual Machine Communication, T2. Security, Privacy & Trust Management: Access Control, T2. Security, Privacy & Trust Management: Security Settings, T9. Optimised AI/ML Execution at the Edge: Edge Runtime, T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime;5;;732;732;1;4/6/25;9/14/25
1:386;¶ 734;;"""The WasmEdge ecosystem can be separated into the above layers: Core, Plug-ins, Tools, and Language supports.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T4. Modular Edge Architecture & Service Orchestration: Plug-ins, T14. Edge Development Frameworks & Programmability: Language Supports;4;;734;734;1;4/6/25;9/14/25
1:387;¶ 736;;"""WasmEdge follows a 90 days disclosure timeline. For known public security vulnerabilities, we will disclose the disclosure as soon as possible after receiving the report.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Disclosure Timeline, T2. Security, Privacy & Trust Management: Security Settings, T2. Security, Privacy & Trust Management: Vulnerability Management, T8. Observability, Monitoring & Diagnostics: Reporting Process;4;;736;736;1;4/6/25;9/14/25
1:388;¶ 738;;"""WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime. It is the fastest Wasm VM today.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Extensible Design, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: High-Performance Messaging, T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime, T10. Resource Efficiency & Performance Optimisation: Performance Improvement;4;;738;738;1;4/6/25;9/14/25
1:389;¶ 740;;"""The pull request must be approved by WasmEdge maintainer, committer or reviewers before merge. The pull request must pass the CI jobs before merge.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Compliance Requirements, T4. Modular Edge Architecture & Service Orchestration: Merge Restrictions, T10. Resource Efficiency & Performance Optimisation: Quality Assurance, T15. DevOps, CI/CD & Build Environments for Edge: Code Review;4;;740;740;1;4/6/25;9/14/25
1:390;¶ 742;;"""The body.json is eventually going away in future releases to be replaced by a cloud based graph.""";[ATLAS] - Codifying Fragments;T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication;2;;742;742;1;4/6/25;9/14/25
1:391;¶ 744;;"""According to the Self architecture document, the different subsystems (sensors, models, actuators, agency) have their own blackboard. Are these blackboard separated? If yes, do their agents talk to one another in the same environment?";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Distributed Application, T4. Modular Edge Architecture & Service Orchestration: Self-Adaptive Architecrutes;2;;744;744;1;4/6/25;9/14/25
